input_name,utmb_index,utmb_match_name,utmb_match_score,utmb_profile_url,itra_score,itra_match_name,itra_match_score,itra_profile_url,betrail_score,betrail_match_name,betrail_match_score,betrail_profile_url,combined_score,notes
SILVIA VAGIOTINI,545.0,Silvia VAGIOTINI,1.0,https://utmb.world/runner/6203110.silvia.vagiotini,,,,,,,,,545.0,ITRA skipped because UTMB 545.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
MARCO ZUIN,542.0,Marco ZUIN,1.0,https://utmb.world/runner/6530406.marco.zuin,,,,,,,,,542.0,ITRA skipped because UTMB 542.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
DANILO BRAGHINI,541.0,Danilo BRAGHINI,1.0,https://utmb.world/runner/21221.danilo.braghini,,,,,,,,,541.0,ITRA skipped because UTMB 541.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Daniele Coccoli,540.0,Daniele COCCOLI,1.0,https://utmb.world/runner/5220714.daniele.coccoli,,,,,,,,,540.0,ITRA skipped because UTMB 540.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
SARAH NATALI,529.0,Sarah NATALI,1.0,https://utmb.world/runner/1343887.sarah.natali,553.0,Sarah NATALI,1.0,https://itra.run/RunnerSpace/NATALI.Sarah/1343887,,,,,538.6,Betrail catalog unavailable: Betrail request blocked by Cloudflare.
LUCA TETTAMANTI,537.0,Luca TETTAMANTI,1.0,https://utmb.world/runner/7179232.luca.tettamanti,,,,,,,,,537.0,ITRA skipped because UTMB 537.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
ALBERTO VARALTA,537.0,Alberto VARALTA,1.0,https://utmb.world/runner/4750960.alberto.varalta,,,,,,,,,537.0,ITRA skipped because UTMB 537.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
MARCO QUAINI,536.0,Marco QUAINI,1.0,https://utmb.world/runner/4008941.marco.quaini,,,,,,,,,536.0,ITRA skipped because UTMB 536.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
ION GURUTZ ALBERDI,536.0,Ion Gurutz ALBERDI MUJIKA,1.0,https://utmb.world/runner/4273601.iongurutz.alberdimujika,,,,,,,,,536.0,ITRA skipped because UTMB 536.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
Josephine Heilingloh,531.0,Josephine HEILINGLOH,1.0,https://utmb.world/runner/4218812.josephine.heilingloh,,,,,,,,,531.0,ITRA skipped because UTMB 531.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
GIONA RUGGERI,530.0,Giona RUGGERI,1.0,https://utmb.world/runner/7701110.giona.ruggeri,,,,,,,,,530.0,ITRA skipped because UTMB 530.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
FRANCESCO DOSSELLI,529.0,Francesco DOSSELLI,1.0,https://utmb.world/runner/4738394.francesco.dosselli,,,,,,,,,529.0,ITRA skipped because UTMB 529.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
EMILIA MAFFEIS,527.0,Emilia MAFFEIS,1.0,https://utmb.world/runner/2224019.emilia.maffeis,,,,,,,,,527.0,ITRA skipped because UTMB 527.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
MAJA PODBEVŠEK,526.0,Maja PODBEVŠEK,1.0,https://utmb.world/runner/6967755.maja.podbevsek,,,,,,,,,526.0,ITRA skipped because UTMB 526.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
EMANUELA HINZ,526.0,Emanuela HINZ,1.0,https://utmb.world/runner/1920127.emanuela.hinz,,,,,,,,,526.0,ITRA skipped because UTMB 526.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
JENS GRÄFE,525.0,Jens GRÄFE,1.0,https://utmb.world/runner/3246293.jens.grafe,,,,,,,,,525.0,ITRA skipped because UTMB 525.0 <= threshold 670.0; Betrail catalog unavailable: Betrail request blocked by Cloudflare.
