input_name,utmb_index,utmb_match_name,utmb_match_score,utmb_profile_url,itra_score,itra_match_name,itra_match_score,itra_profile_url,combined_score,notes
Nicolas Bouchand,568.0,Nicolas BOUCHAND,1.0,https://utmb.world/runner/2228679.nicolas.bouchand,,,,,568.0,ITRA skipped because UTMB 568.0 <= threshold 680.0
Alexandra Duverne,567.0,Alexandra DUVERNE,1.0,https://utmb.world/runner/461186.alexandra.duverne,,,,,567.0,ITRA skipped because UTMB 567.0 <= threshold 680.0
David MURATON,567.0,David MURATON,1.0,https://utmb.world/runner/4963366.david.muraton,,,,,567.0,ITRA skipped because UTMB 567.0 <= threshold 680.0
Aurélien Legendre,564.0,Aurelien LEGENDRE,1.0,https://utmb.world/runner/885413.aurelien.legendre,,,,,564.0,ITRA skipped because UTMB 564.0 <= threshold 680.0
Thierry DIETRICH,563.0,Thierry DIETRICH,1.0,https://utmb.world/runner/4261293.thierry.dietrich,,,,,563.0,ITRA skipped because UTMB 563.0 <= threshold 680.0
YANN THOURET,563.0,Yann THOURET,1.0,https://utmb.world/runner/2122047.yann.thouret,,,,,563.0,ITRA skipped because UTMB 563.0 <= threshold 680.0
Florian Mesnil,563.0,Florian MESNIL,1.0,https://utmb.world/runner/6183294.florian.mesnil,,,,,563.0,ITRA skipped because UTMB 563.0 <= threshold 680.0
Pierre Hellequin,562.0,Pierre HELLEQUIN,1.0,https://utmb.world/runner/44464.pierre.hellequin,,,,,562.0,ITRA skipped because UTMB 562.0 <= threshold 680.0
Corentin Lénon,562.0,Corentin LENON,1.0,https://utmb.world/runner/1609427.corentin.lenon,,,,,562.0,ITRA skipped because UTMB 562.0 <= threshold 680.0
Louis Berthet,561.0,Louis BERTHET,1.0,https://utmb.world/runner/7454304.louis.berthet,,,,,561.0,ITRA skipped because UTMB 561.0 <= threshold 680.0
KEVIN BOTTIN,560.0,Kevin BOTTIN,1.0,https://utmb.world/runner/4593510.kevin.bottin,,,,,560.0,ITRA skipped because UTMB 560.0 <= threshold 680.0
François Rocul,560.0,François ROCUL,1.0,https://utmb.world/runner/5770560.francois.rocul,,,,,560.0,ITRA skipped because UTMB 560.0 <= threshold 680.0
Laurent Serre,559.0,Laurent SERRE,1.0,https://utmb.world/runner/7347164.laurent.serre,,,,,559.0,ITRA skipped because UTMB 559.0 <= threshold 680.0
Maxime THOMAS,558.0,Maxime THOMAS,1.0,https://utmb.world/runner/5597268.maxime.thomas,,,,,558.0,ITRA skipped because UTMB 558.0 <= threshold 680.0
Luca Lapierre--Moro,558.0,Luca LAPIERRE MORO,1.0,https://utmb.world/runner/7646268.luca.lapierre--moro,,,,,558.0,ITRA skipped because UTMB 558.0 <= threshold 680.0
Alexandre Ghafoury,558.0,Alexandre GHAFOURY,1.0,https://utmb.world/runner/4798322.alexandre.ghafoury,,,,,558.0,ITRA skipped because UTMB 558.0 <= threshold 680.0
Lucas Marechau,558.0,Lucas MARECHAU,1.0,https://utmb.world/runner/7405598.lucas.marechau,,,,,558.0,ITRA skipped because UTMB 558.0 <= threshold 680.0
Dimitri Kopiec,557.0,Dimitri KOPIEC,1.0,https://utmb.world/runner/4200321.dimitri.kopiec,,,,,557.0,ITRA skipped because UTMB 557.0 <= threshold 680.0
KEVIN BAILLEZ,556.0,Kévin BAILLEZ,1.0,https://utmb.world/runner/4451266.kevin.baillez,,,,,556.0,ITRA skipped because UTMB 556.0 <= threshold 680.0
Fabien Denoyelle,556.0,Fabien DENOYELLE,1.0,https://utmb.world/runner/4773880.fabien.denoyelle,,,,,556.0,ITRA skipped because UTMB 556.0 <= threshold 680.0
Joseph Pochat,556.0,Joseph POCHAT,1.0,https://utmb.world/runner/11487.joseph.pochat,,,,,556.0,ITRA skipped because UTMB 556.0 <= threshold 680.0
Thomas Carando,556.0,Thomas CARANDO,1.0,https://utmb.world/runner/6147808.thomas.carando,,,,,556.0,ITRA skipped because UTMB 556.0 <= threshold 680.0
Théo Dixneuf,555.0,Théo DIXNEUF,1.0,https://utmb.world/runner/5782372.theo.dixneuf,,,,,555.0,ITRA skipped because UTMB 555.0 <= threshold 680.0
Pavel Smirnov,555.0,Pavel SMIRNOV,1.0,https://utmb.world/runner/6261982.pavel.smirnov,,,,,555.0,ITRA skipped because UTMB 555.0 <= threshold 680.0
Mathieu GOSSET,555.0,Mathieu GOSSET,1.0,https://utmb.world/runner/519521.mathieu.gosset,,,,,555.0,ITRA skipped because UTMB 555.0 <= threshold 680.0
Gaëtan Guignon,555.0,Gaëtan GUIGNON,1.0,https://utmb.world/runner/8184762.gaetan.guignon,,,,,555.0,ITRA skipped because UTMB 555.0 <= threshold 680.0
matteo locatelli,553.0,Matteo LOCATELLI,1.0,https://utmb.world/runner/6425716.matteo.locatelli,,,,,553.0,ITRA skipped because UTMB 553.0 <= threshold 680.0
Lola Quaranta,553.0,Lola QUARANTA,1.0,https://utmb.world/runner/6277053.lola.quaranta,,,,,553.0,ITRA skipped because UTMB 553.0 <= threshold 680.0
Thomas Roux,553.0,Thomas ROUX,1.0,https://utmb.world/runner/6985894.thomas.roux,,,,,553.0,ITRA skipped because UTMB 553.0 <= threshold 680.0
Robin Lejarre,553.0,Robin LEJARRE,1.0,https://utmb.world/runner/4773908.robin.lejarre,,,,,553.0,ITRA skipped because UTMB 553.0 <= threshold 680.0
Maël Mercier-Huat,553.0,Maël MERCIER HUAT,1.0,https://utmb.world/runner/6205480.mael.mercierhuat,,,,,553.0,ITRA skipped because UTMB 553.0 <= threshold 680.0
Paul Castelot,552.0,Paul CASTELOT,1.0,https://utmb.world/runner/4490542.paul.castelot,,,,,552.0,ITRA skipped because UTMB 552.0 <= threshold 680.0
Mathieu Farini,552.0,Mathieu FARINI,1.0,https://utmb.world/runner/5318188.mathieu.farini,,,,,552.0,ITRA skipped because UTMB 552.0 <= threshold 680.0
Nicolas Schueller,552.0,Nicolas SCHUELLER,1.0,https://utmb.world/runner/819689.nicolas.schueller,,,,,552.0,ITRA skipped because UTMB 552.0 <= threshold 680.0
Dominique KOERKEL,551.0,Dominique KOERKEL,1.0,https://utmb.world/runner/1070179.dominique.koerkel,,,,,551.0,ITRA skipped because UTMB 551.0 <= threshold 680.0
Julien Mougeot,551.0,Julien MOUGEOT,1.0,https://utmb.world/runner/1404863.julien.mougeot,,,,,551.0,ITRA skipped because UTMB 551.0 <= threshold 680.0
Alexandre Di cocco,549.0,Alexandre DI COCCO,1.0,https://utmb.world/runner/5938770.alexandre.dicocco,,,,,549.0,ITRA skipped because UTMB 549.0 <= threshold 680.0
Julia Rigaud,549.0,Julia RIGAUD,1.0,https://utmb.world/runner/685391.julia.rigaud,,,,,549.0,ITRA skipped because UTMB 549.0 <= threshold 680.0
Philippe Chevrollier,548.0,Philippe CHEVROLLIER,1.0,https://utmb.world/runner/1795675.philippe.chevrollier,,,,,548.0,ITRA skipped because UTMB 548.0 <= threshold 680.0
Lucas Ancona,548.0,Lucas ANCONA,1.0,https://utmb.world/runner/1414371.lucas.ancona,,,,,548.0,ITRA skipped because UTMB 548.0 <= threshold 680.0
Antoine Verdon,547.0,Antoine VERDON,1.0,https://utmb.world/runner/4941299.antoine.verdon,,,,,547.0,ITRA skipped because UTMB 547.0 <= threshold 680.0
Pierre-Yves Descombes,546.0,Pierre-Yves DESCOMBES,1.0,https://utmb.world/runner/115207.pierreyves.descombes,,,,,546.0,ITRA skipped because UTMB 546.0 <= threshold 680.0
Thomas foltz,545.0,Thomas FOLTZ,1.0,https://utmb.world/runner/6323714.thomas.foltz,,,,,545.0,ITRA skipped because UTMB 545.0 <= threshold 680.0
Claire Cussonneau,545.0,Claire CUSSONNEAU,1.0,https://utmb.world/runner/3122765.claire.cussonneau,,,,,545.0,ITRA skipped because UTMB 545.0 <= threshold 680.0
mathilde armand,545.0,Mathilde ARMAND,1.0,https://utmb.world/runner/4481937.mathilde.armand,,,,,545.0,ITRA skipped because UTMB 545.0 <= threshold 680.0
Florentin Poucin,544.0,Florentin POUCIN,1.0,https://utmb.world/runner/5955942.florentin.poucin,,,,,544.0,ITRA skipped because UTMB 544.0 <= threshold 680.0
Patrick Carminati,544.0,Patrick CARMINATI,1.0,https://utmb.world/runner/145087.patrick.carminati,,,,,544.0,ITRA skipped because UTMB 544.0 <= threshold 680.0
Baptiste Deville duc,544.0,Baptiste DEVILLE DUC,1.0,https://utmb.world/runner/5499130.baptiste.devilleduc,,,,,544.0,ITRA skipped because UTMB 544.0 <= threshold 680.0
Robin MARTINEZ,543.0,Robin MARTINEZ,1.0,https://utmb.world/runner/4451380.robin.martinez,,,,,543.0,ITRA skipped because UTMB 543.0 <= threshold 680.0
Eric Lechemia,543.0,Eric LECHEMIA,1.0,https://utmb.world/runner/42601.eric.lechemia,,,,,543.0,ITRA skipped because UTMB 543.0 <= threshold 680.0
Florine Breysse,,,,,543.0,Florine BREYSSE,1.0,https://itra.run/RunnerSpace/BREYSSE.Florine/4442850,543.0,UTMB not found
Agata SYNORADZKA,543.0,Agata SYNORADZKA,1.0,https://utmb.world/runner/1583323.agata.synoradzka,,,,,543.0,ITRA skipped because UTMB 543.0 <= threshold 680.0
Raphaël Grenno,543.0,Raphael GRENNO,1.0,https://utmb.world/runner/20239.raphael.grenno,,,,,543.0,ITRA skipped because UTMB 543.0 <= threshold 680.0
Marie-Véronique Bouquiaux,542.0,Marie-Véronique BOUQUIAUX,1.0,https://utmb.world/runner/4013731.marieveronique.bouquiaux,,,,,542.0,ITRA skipped because UTMB 542.0 <= threshold 680.0
William Hiscock,542.0,William HISCOCK,1.0,https://utmb.world/runner/851029.william.hiscock,,,,,542.0,ITRA skipped because UTMB 542.0 <= threshold 680.0
elodie thivel,541.0,Elodie THIVEL,1.0,https://utmb.world/runner/180437.elodie.thivel,,,,,541.0,ITRA skipped because UTMB 541.0 <= threshold 680.0
Quentin Vigier,541.0,Quentin VIGIER,1.0,https://utmb.world/runner/7084694.quentin.vigier,,,,,541.0,ITRA skipped because UTMB 541.0 <= threshold 680.0
Charlotte Devesse,540.0,Charlotte DEVESSE,1.0,https://utmb.world/runner/5272640.charlotte.devesse,,,,,540.0,ITRA skipped because UTMB 540.0 <= threshold 680.0
Mickaël Buisson,540.0,Mickael BUISSON,1.0,https://utmb.world/runner/1530875.mickael.buisson,,,,,540.0,ITRA skipped because UTMB 540.0 <= threshold 680.0
Magali LE GALL,540.0,Magali LE GALL,1.0,https://utmb.world/runner/3534363.magali.legall,,,,,540.0,ITRA skipped because UTMB 540.0 <= threshold 680.0
Fanny Pitrey,,,,,539.0,Fanny PITREY,1.0,https://itra.run/RunnerSpace/PITREY.Fanny/4804780,539.0,UTMB not found
Clément Gramond,539.0,Clément GRAMOND,1.0,https://utmb.world/runner/5766266.clement.gramond,,,,,539.0,ITRA skipped because UTMB 539.0 <= threshold 680.0
Steve Michelland,539.0,Steve MICHELLAND,1.0,https://utmb.world/runner/3515491.steve.michelland,,,,,539.0,ITRA skipped because UTMB 539.0 <= threshold 680.0
David SIDI,539.0,David SIDI,1.0,https://utmb.world/runner/1531065.david.sidi,,,,,539.0,ITRA skipped because UTMB 539.0 <= threshold 680.0
Aless Ligout,538.0,Aless LIGOUT,1.0,https://utmb.world/runner/5597104.aless.ligout,,,,,538.0,ITRA skipped because UTMB 538.0 <= threshold 680.0
Mathieu Baruselli,538.0,Mathieu BARUSELLI,1.0,https://utmb.world/runner/5874703.mathieu.baruselli,,,,,538.0,ITRA skipped because UTMB 538.0 <= threshold 680.0
ARNAUD PACOT,536.0,Arnaud PACOT,1.0,https://utmb.world/runner/2652069.arnaud.pacot,,,,,536.0,ITRA skipped because UTMB 536.0 <= threshold 680.0
Louis PANISSET,536.0,Louis PANISSET,1.0,https://utmb.world/runner/7846498.louis.panisset,,,,,536.0,ITRA skipped because UTMB 536.0 <= threshold 680.0
Vasile Pop,535.0,Vasile POP,1.0,https://utmb.world/runner/5488422.vasile.pop,,,,,535.0,ITRA skipped because UTMB 535.0 <= threshold 680.0
Mathéo Moncet,535.0,Mathéo MONCET,1.0,https://utmb.world/runner/4501434.matheo.moncet,,,,,535.0,ITRA skipped because UTMB 535.0 <= threshold 680.0
Timothé Freddo,534.0,Timothé FREDDO,1.0,https://utmb.world/runner/4573300.timothe.freddo,,,,,534.0,ITRA skipped because UTMB 534.0 <= threshold 680.0
Céline GORCE,534.0,Céline GORCE,1.0,https://utmb.world/runner/2351343.celine.gorce,,,,,534.0,ITRA skipped because UTMB 534.0 <= threshold 680.0
Simon Treillet,533.0,Simon TREILLET,1.0,https://utmb.world/runner/6641670.simon.treillet,,,,,533.0,ITRA skipped because UTMB 533.0 <= threshold 680.0
paul sanzey,533.0,Paul SANZEY,1.0,https://utmb.world/runner/5443394.paul.sanzey,,,,,533.0,ITRA skipped because UTMB 533.0 <= threshold 680.0
Gilles Mahé,532.0,Gilles MAHE,1.0,https://utmb.world/runner/2497749.gilles.mahe,,,,,532.0,ITRA skipped because UTMB 532.0 <= threshold 680.0
Dylan TROUILLOT,532.0,Dylan TROUILLOT,1.0,https://utmb.world/runner/6096240.dylan.trouillot,,,,,532.0,ITRA skipped because UTMB 532.0 <= threshold 680.0
Lucas Vivier,531.0,Lucas VIVIER,1.0,https://utmb.world/runner/7137042.lucas.vivier,,,,,531.0,ITRA skipped because UTMB 531.0 <= threshold 680.0
Anais SCHILIRO,530.0,Anais SCHILIRO,1.0,https://utmb.world/runner/5345720.anais.schiliro,,,,,530.0,ITRA skipped because UTMB 530.0 <= threshold 680.0
Xavier Bourgeaux,530.0,Xavier BOURGEAUX,1.0,https://utmb.world/runner/7158362.xavier.bourgeaux,,,,,530.0,ITRA skipped because UTMB 530.0 <= threshold 680.0
Maxime Blaise,530.0,Maxime BLAISE,1.0,https://utmb.world/runner/6709562.maxime.blaise,,,,,530.0,ITRA skipped because UTMB 530.0 <= threshold 680.0
yves perier,528.0,Yves PERIER,1.0,https://utmb.world/runner/7158356.yves.perier,,,,,528.0,ITRA skipped because UTMB 528.0 <= threshold 680.0
LAURA GIUDICIANNI,528.0,Laura GIUDICIANNI,1.0,https://utmb.world/runner/864774.laura.giudicianni,,,,,528.0,ITRA skipped because UTMB 528.0 <= threshold 680.0
THIBAUD CREUZET,527.0,Thibaud CREUZET,1.0,https://utmb.world/runner/4997041.thibaud.creuzet,,,,,527.0,ITRA skipped because UTMB 527.0 <= threshold 680.0
Jérôme Reyter,527.0,Jerome REYTER,1.0,https://utmb.world/runner/30265.jerome.reyter,,,,,527.0,ITRA skipped because UTMB 527.0 <= threshold 680.0
Dylan Boursier,526.0,Dylan BOURSIER,1.0,https://utmb.world/runner/7480572.dylan.boursier,,,,,526.0,ITRA skipped because UTMB 526.0 <= threshold 680.0
Pierre Gosselin,525.0,Pierre GOSSELIN,1.0,https://utmb.world/runner/1792909.pierre.gosselin,,,,,525.0,ITRA skipped because UTMB 525.0 <= threshold 680.0
Sébastien CATHERIN,525.0,Sebastien CATHERIN,1.0,https://utmb.world/runner/6322588.sebastien.catherin,,,,,525.0,ITRA skipped because UTMB 525.0 <= threshold 680.0
Adrien Ollivier,525.0,Adrien OLLIVIER,1.0,https://utmb.world/runner/1803185.adrien.ollivier,,,,,525.0,ITRA skipped because UTMB 525.0 <= threshold 680.0
martin etienne,525.0,Martin ETIENNE,1.0,https://utmb.world/runner/5570546.martin.etienne,,,,,525.0,ITRA skipped because UTMB 525.0 <= threshold 680.0
Quentin MILLET,524.0,Quentin MILLET,1.0,https://utmb.world/runner/6266524.quentin.millet,,,,,524.0,ITRA skipped because UTMB 524.0 <= threshold 680.0
Benjamin Bertin,524.0,Benjamin BERTIN,1.0,https://utmb.world/runner/6263360.benjamin.bertin,,,,,524.0,ITRA skipped because UTMB 524.0 <= threshold 680.0
Marion GIRAUD,524.0,Marion GIRAUD,1.0,https://utmb.world/runner/657453.marion.giraud,,,,,524.0,ITRA skipped because UTMB 524.0 <= threshold 680.0
Valentin Beaumont,524.0,Valentin BEAUMONT,1.0,https://utmb.world/runner/4882563.valentin.beaumont,,,,,524.0,ITRA skipped because UTMB 524.0 <= threshold 680.0
Clara Vidal,523.0,Clara VIDAL,1.0,https://utmb.world/runner/3152647.clara.vidal,,,,,523.0,ITRA skipped because UTMB 523.0 <= threshold 680.0
Charlotte Campanella,523.0,Charlotte CAMPANELLA,1.0,https://utmb.world/runner/4525144.charlotte.campanella,,,,,523.0,ITRA skipped because UTMB 523.0 <= threshold 680.0
DAVID GOMPEL,523.0,David GOMPEL,1.0,https://utmb.world/runner/644901.david.gompel,,,,,523.0,ITRA skipped because UTMB 523.0 <= threshold 680.0
Pascal Hardivillé,523.0,Pascal HARDIVILLE,1.0,https://utmb.world/runner/11370.pascal.hardiville,,,,,523.0,ITRA skipped because UTMB 523.0 <= threshold 680.0
Loïc BOLEA,522.0,Loic BOLEA,1.0,https://utmb.world/runner/835552.loic.bolea,,,,,522.0,ITRA skipped because UTMB 522.0 <= threshold 680.0
Arnaud Paulin,521.0,Arnaud PAULIN,1.0,https://utmb.world/runner/4874550.arnaud.paulin,,,,,521.0,ITRA skipped because UTMB 521.0 <= threshold 680.0
marcel GLEMEE minne,521.0,Marcel GLEMEE MINNE,1.0,https://utmb.world/runner/7701848.marcel.glemeeminne,,,,,521.0,ITRA skipped because UTMB 521.0 <= threshold 680.0
Guillaume Lenglart,521.0,Guillaume LENGLART,1.0,https://utmb.world/runner/1805573.guillaume.lenglart,,,,,521.0,ITRA skipped because UTMB 521.0 <= threshold 680.0
Augustin de La Chapelle,520.0,Augustin DE LA CHAPELLE,1.0,https://utmb.world/runner/3781037.augustin.delachapelle,,,,,520.0,ITRA skipped because UTMB 520.0 <= threshold 680.0
Olivier Leclercq,520.0,Olivier LECLERCQ,1.0,https://utmb.world/runner/685441.olivier.leclercq,,,,,520.0,ITRA skipped because UTMB 520.0 <= threshold 680.0
Hugo RABIER,520.0,Hugo RABIER,1.0,https://utmb.world/runner/7421582.hugo.rabier,,,,,520.0,ITRA skipped because UTMB 520.0 <= threshold 680.0
Léo Dumortier,518.0,Leo DUMORTIER,1.0,https://utmb.world/runner/5112018.leo.dumortier,,,,,518.0,ITRA skipped because UTMB 518.0 <= threshold 680.0
Benjamin Beucher,518.0,Benjamin BEUCHER,1.0,https://utmb.world/runner/4490414.benjamin.beucher,,,,,518.0,ITRA skipped because UTMB 518.0 <= threshold 680.0
Yannick Colantoni,517.0,Yannick COLANTONI,1.0,https://utmb.world/runner/3888223.yannick.colantoni,,,,,517.0,ITRA skipped because UTMB 517.0 <= threshold 680.0
Tom Guillemain,517.0,Tom GUILLEMAIN,1.0,https://utmb.world/runner/7846500.tom.guillemain,,,,,517.0,ITRA skipped because UTMB 517.0 <= threshold 680.0
Thomas Jean Pierre MARTIN,516.0,Thomas Jean Pierre MARTIN,1.0,https://utmb.world/runner/8342500.thomasjeanpierre.martin,,,,,516.0,ITRA skipped because UTMB 516.0 <= threshold 680.0
Matheo Gomez,515.0,Mathéo GOMEZ,1.0,https://utmb.world/runner/7158492.matheo.gomez,,,,,515.0,ITRA skipped because UTMB 515.0 <= threshold 680.0
Noémie Salut,515.0,Noemie SALUT,1.0,https://utmb.world/runner/6928207.noemie.salut,,,,,515.0,ITRA skipped because UTMB 515.0 <= threshold 680.0
Yann HOEBLER,515.0,Yann HOEBLER,1.0,https://utmb.world/runner/553132.yann.hoebler,,,,,515.0,ITRA skipped because UTMB 515.0 <= threshold 680.0
QUENTIN CARDINAL,515.0,Quentin CARDINAL,1.0,https://utmb.world/runner/5144209.quentin.cardinal,,,,,515.0,ITRA skipped because UTMB 515.0 <= threshold 680.0
Emeric Desmazure,514.0,Emeric DESMAZURE,1.0,https://utmb.world/runner/5144205.emeric.desmazure,,,,,514.0,ITRA skipped because UTMB 514.0 <= threshold 680.0
David Maréchal,514.0,David MARECHAL,1.0,https://utmb.world/runner/2961297.david.marechal,,,,,514.0,ITRA skipped because UTMB 514.0 <= threshold 680.0
Natacha RACINAIS,514.0,Natacha RACINAIS,1.0,https://utmb.world/runner/5487626.natacha.racinais,,,,,514.0,ITRA skipped because UTMB 514.0 <= threshold 680.0
margaux pereira,514.0,Margaux PEREIRA,1.0,https://utmb.world/runner/4844174.margaux.pereira,,,,,514.0,ITRA skipped because UTMB 514.0 <= threshold 680.0
Stéphane KACKI,514.0,Stephane KACKI,1.0,https://utmb.world/runner/652948.stephane.kacki,,,,,514.0,ITRA skipped because UTMB 514.0 <= threshold 680.0
Adrien Serpry,513.0,Adrien SERPRY,1.0,https://utmb.world/runner/4613331.adrien.serpry,,,,,513.0,ITRA skipped because UTMB 513.0 <= threshold 680.0
Alexy Magnette,513.0,Alexy MAGNETTE,1.0,https://utmb.world/runner/7591804.alexy.magnette,,,,,513.0,ITRA skipped because UTMB 513.0 <= threshold 680.0
Alexey Salmin,512.0,Alexey SALMIN,1.0,https://utmb.world/runner/4035721.alexey.salmin,,,,,512.0,ITRA skipped because UTMB 512.0 <= threshold 680.0
Vincent Agaleridis,511.0,Vincent AGALERIDIS,1.0,https://utmb.world/runner/5814221.vincent.agaleridis,,,,,511.0,ITRA skipped because UTMB 511.0 <= threshold 680.0
Raphael LAUBER,511.0,Raphael LAUBER,1.0,https://utmb.world/runner/8792.raphael.lauber,,,,,511.0,ITRA skipped because UTMB 511.0 <= threshold 680.0
Nolan Leveque,510.0,Nolan LEVEQUE,1.0,https://utmb.world/runner/6406100.nolan.leveque,,,,,510.0,ITRA skipped because UTMB 510.0 <= threshold 680.0
Olivier FUCHS,510.0,Olivier FUCHS,1.0,https://utmb.world/runner/703245.olivier.fuchs,,,,,510.0,ITRA skipped because UTMB 510.0 <= threshold 680.0
Louise LOOP,510.0,Louise LOOP,1.0,https://utmb.world/runner/3206063.louise.loop,,,,,510.0,ITRA skipped because UTMB 510.0 <= threshold 680.0
Pierre-Alexis Boccard,509.0,Pierre-Alexis BOCCARD,1.0,https://utmb.world/runner/642531.pierrealexis.boccard,,,,,509.0,ITRA skipped because UTMB 509.0 <= threshold 680.0
Laurent Livet,508.0,Laurent LIVET,1.0,https://utmb.world/runner/7549490.laurent.livet,,,,,508.0,ITRA skipped because UTMB 508.0 <= threshold 680.0
JOEL CONTE,508.0,Joel CONTE,1.0,https://utmb.world/runner/132719.joel.conte,,,,,508.0,ITRA skipped because UTMB 508.0 <= threshold 680.0
Benjamin Bessila,507.0,Benjamin BESSILA,1.0,https://utmb.world/runner/5259340.benjamin.bessila,,,,,507.0,ITRA skipped because UTMB 507.0 <= threshold 680.0
sebastien bordas,507.0,Sebastien BORDAS,1.0,https://utmb.world/runner/2525545.sebastien.bordas,,,,,507.0,ITRA skipped because UTMB 507.0 <= threshold 680.0
Mathis Gaillard,506.0,Mathis GAILLARD,1.0,https://utmb.world/runner/4482855.mathis.gaillard,,,,,506.0,ITRA skipped because UTMB 506.0 <= threshold 680.0
Kévin Cazé,506.0,Kévin CAZÉ,1.0,https://utmb.world/runner/1626617.kevin.caze,,,,,506.0,ITRA skipped because UTMB 506.0 <= threshold 680.0
Audric RAMEL,506.0,Audric RAMEL,1.0,https://utmb.world/runner/7205602.audric.ramel,,,,,506.0,ITRA skipped because UTMB 506.0 <= threshold 680.0
Mathis Manguin,505.0,Mathis MANGUIN,1.0,https://utmb.world/runner/6844164.mathis.manguin,,,,,505.0,ITRA skipped because UTMB 505.0 <= threshold 680.0
Quentin DUCLAUX,505.0,Quentin DUCLAUX,1.0,https://utmb.world/runner/6501576.quentin.duclaux,,,,,505.0,ITRA skipped because UTMB 505.0 <= threshold 680.0
Gabin Bourlon,505.0,Gabin BOURLON,1.0,https://utmb.world/runner/7861974.gabin.bourlon,,,,,505.0,ITRA skipped because UTMB 505.0 <= threshold 680.0
Jeremy Soro,505.0,Jérémy SORO,1.0,https://utmb.world/runner/7953804.jeremy.soro,,,,,505.0,ITRA skipped because UTMB 505.0 <= threshold 680.0
JENNIFER FAURE,504.0,Jennifer FAURE,1.0,https://utmb.world/runner/5964122.jennifer.faure,,,,,504.0,ITRA skipped because UTMB 504.0 <= threshold 680.0
Lucie Marchand,504.0,Lucie MARCHAND,1.0,https://utmb.world/runner/4013602.lucie.marchand,,,,,504.0,ITRA skipped because UTMB 504.0 <= threshold 680.0
Alexis Bauer,503.0,Alexis BAUER,1.0,https://utmb.world/runner/5999492.alexis.bauer,,,,,503.0,ITRA skipped because UTMB 503.0 <= threshold 680.0
Sébastien Gasser,503.0,Sébastien GASSER,1.0,https://utmb.world/runner/4220762.sebastien.gasser,,,,,503.0,ITRA skipped because UTMB 503.0 <= threshold 680.0
Yann Musci,502.0,Yann MUSCI,1.0,https://utmb.world/runner/7638063.yann.musci,,,,,502.0,ITRA skipped because UTMB 502.0 <= threshold 680.0
Jean-romain gagliardini,502.0,Jean-Romain GAGLIARDINI,1.0,https://utmb.world/runner/5488998.jeanromain.gagliardini,,,,,502.0,ITRA skipped because UTMB 502.0 <= threshold 680.0
Victor Lauret,502.0,Victor LAURET,1.0,https://utmb.world/runner/6259682.victor.lauret,,,,,502.0,ITRA skipped because UTMB 502.0 <= threshold 680.0
Julien Brossard,502.0,Julien BROSSARD,1.0,https://utmb.world/runner/4233851.julien.brossard,,,,,502.0,ITRA skipped because UTMB 502.0 <= threshold 680.0
Maxence Liebert,502.0,Maxence LIEBERT,1.0,https://utmb.world/runner/5553860.maxence.liebert,,,,,502.0,ITRA skipped because UTMB 502.0 <= threshold 680.0
Michael Pannaux,501.0,Michael PANNAUX,1.0,https://utmb.world/runner/2429107.michael.pannaux,,,,,501.0,ITRA skipped because UTMB 501.0 <= threshold 680.0
Stéphane Dieudonné,501.0,Stephane DIEUDONNE,1.0,https://utmb.world/runner/1584497.stephane.dieudonne,,,,,501.0,ITRA skipped because UTMB 501.0 <= threshold 680.0
Etienne SALVI,501.0,Etienne SALVI,1.0,https://utmb.world/runner/5342882.etienne.salvi,,,,,501.0,ITRA skipped because UTMB 501.0 <= threshold 680.0
Laurent ESTEOULE-BADO,500.0,Laurent ESTEOULE-BADO,1.0,https://utmb.world/runner/113519.laurent.esteoulebado,,,,,500.0,ITRA skipped because UTMB 500.0 <= threshold 680.0
Stéphane COERCHON,499.0,Stéphane COERCHON,1.0,https://utmb.world/runner/135776.stephane.coerchon,,,,,499.0,ITRA skipped because UTMB 499.0 <= threshold 680.0
Veronika Simonova,499.0,Veronika SIMONOVA,1.0,https://utmb.world/runner/4852263.veronika.simonova,,,,,499.0,ITRA skipped because UTMB 499.0 <= threshold 680.0
Florian Cros,498.0,Florian CROS,1.0,https://utmb.world/runner/7421900.florian.cros,,,,,498.0,ITRA skipped because UTMB 498.0 <= threshold 680.0
Tony Thoumassin,498.0,Tony THOUMASSIN,1.0,https://utmb.world/runner/7018582.tony.thoumassin,,,,,498.0,ITRA skipped because UTMB 498.0 <= threshold 680.0
Mathieu Bellec,497.0,Matthieu BELLEC,0.8258620689655173,https://utmb.world/runner/547263.matthieu.bellec,,,,,497.0,ITRA skipped because UTMB 497.0 <= threshold 680.0
severine pasquier,497.0,Séverine PASQUIER,1.0,https://utmb.world/runner/1440531.severine.pasquier,,,,,497.0,ITRA skipped because UTMB 497.0 <= threshold 680.0
Guillaume Jost,497.0,Guillaume JOST,1.0,https://utmb.world/runner/4490294.guillaume.jost,,,,,497.0,ITRA skipped because UTMB 497.0 <= threshold 680.0
CEDRIC BEAUVAIS,497.0,Cedric BEAUVAIS,1.0,https://utmb.world/runner/538995.cedric.beauvais,,,,,497.0,ITRA skipped because UTMB 497.0 <= threshold 680.0
Sébastien PERVIS,497.0,Sebastien PERVIS,1.0,https://utmb.world/runner/429584.sebastien.pervis,,,,,497.0,ITRA skipped because UTMB 497.0 <= threshold 680.0
